nie,12791
na,11906
po,11770
za,7759
się,7639
do,7531
i,6791
w,5986
go,5545
ła,5538
wy,5363
to,5190
ko,5129
z,4601
ka,4570
wa,4325
li,3993
mi,3425
no,3216
że,3150
ni,3068
ne,2941
wie,2932
przy,2877
nia,2731
ki,2721
od,2639
ny,2497
je,2492
wi,2480
ma,2435
ło,2428
prze,2398
pa,2395
le,2351
ta,2271
sta,2248
ro,2222
da,2211
ra,2180
a,2179
ja,2136
cie,2019
czy,1990
co,1949
ją,1946
ły,1929
te,1909
my,1887
bie,1883
ku,1860
cze,1809
łem,1792
dzie,1792
wo,1710
mo,1678
kie,1609
ty,1594
roz,1567
dzi,1557
o,1547
mu,1545
jak,1543
by,1526
so,1486
ce,1443
tu,1425
dy,1425
ry,1359
cy,1318
pan,1317
ci,1313
we,1264
któ,1234
ba,1230
ści,1229
bo,1226
sa,1219
ze,1175
cho,1156
raz,1147
ga,1137
wał,1106
ale,1101
re,1101
ży,1085
tak,1074
już,1074
pod,1062
ca,1050
szy,1008
pro,1004
jej,1001
lo,1000
jąc,959
sze,948
cza,938
la,936
rze,933
elu,932
spo,931
nych,916
ną,916
zna,895
sie,895
jed,891
nym,876
mie,862
pie,842
zo,820
wszyst,808
ru,802
tym,802
zy,794
bar,790
sza,774
mnie,773
pra,760
bi,754
mia,752
mek,752
rzy,750
du,744
naj,733
pi,723
tyl,723
gło,721
kę,719
śmy,712
jest,703
sto,693
gdy,686
przez,685
kleks,684
bez,682
dla,682
zu,675
su,670
nej,669
wia,667
gu,662
kiem,661
wać,653
ten,651
sko,648
przed,635
cha,634
ję,626
ków,622
tem,622
niej,620
dzo,605
ście,602
dzia,599
cia,597
wła,596
chwi,595
sy,591
ob,584
jesz,576
lu,574
tego,570
wet,561
in,558
nę,557
pew,554
było,552
pani,550
ich,550
gi,550
swo,542
niu,541
tych,540
trzy,536
czo,534
nął,534
ska,533
jego,525
de,506
rów,506
bu,505
rza,497
sia,493
był,492
ża,491
zie,487
ski,487
dział,486
może,474
pu,473
bę,469
tam,463
dze,460
ste,460
śli,453
pana,452
nim,450
śnie,448
py,447
stra,446
mó,438
nad,435
też,433
nią,433
mię,433
chy,433
czę,428
tro,424
klek,419
kra,414
łam,413
tra,412
nik,408
bra,407
cu,405
nic,403
ką,402
nu,401
ju,401
wiel,400
niem,400
wą,399
me,396
gra,393
glą,393
dał,391
wił,389
tej,387
zro,386
cił,383
są,382
au,380
słu,379
zło,376
trze,374
sło,374
nich,371
cią,370
miał,370
si,369
wę,361
peł,361
tę,361
kim,358
sem,358
nio,354
wiem,353
nas,353
zwy,350
tom,348
nak,348
nię,347
dę,347
on,344
praw,341
ców,340
więc,338
pierw,336
wró,334
czu,325
kich,324
coś,322
uwa,322
szę,321
czas,321
czym,320
była,320
im,317
rzu,317
dłu,314
tów,314
baj,312
miast,312
bro,310
cji,308
wej,306
brze,305
łu,305
aloj,305
koń,303
żył,300
skie,299
zio,294
dził,293
lew,293
mam,292
fi,290
zwie,289
den,289
dru,289
szu,287
ścią,287
każ,286
dro,285
cej,285
wil,284
stro,283
stu,280
kil,276
wych,276
strze,275
gę,273
fa,270
kró,269
gdzie,268
żeby,267
gle,267
miesz,266
ność,266
jem,265
smu,265
moż,262
wię,262
bli,261
szyb,259
kach,259
tał,258
łał,255
tą,252
oka,252
mow,251
scy,251
czył,251
pe,251
domu,250
tek,250
mógł,250
rzekł,249
śla,247
ben,246
dzić,246
stał,245
miej,243
cież,239
wio,239
jo,239
zem,239
chu,238
oczy,238
być,234
aby,234
bos,233
waż,233
dać,232
żo,231
mniej,228
szą,228
sły,226
róż,226
lej,225
niech,225
stęp,224
bym,224
cą,220
chę,219
rę,219
stem,219
par,217
dem,217
ode,217
dza,214
oko,214
nam,214
aż,212
stwo,211
two,211
dwa,208
cię,208
man,208
ani,207
chłop,207
wra,206
lę,205
szcze,205
żad,204
nicz,204
sam,204
—,203
dzy,203
nek,203
wu,200
cych,199
ścia,198
wszy,198
rem,198
u,197
obo,197
kon,196
wiek,196
ciu,196
dzieć,195
kła,195
wym,195
uda,194
ter,194
czą,194
cał,193
szczę,193
gła,193
nem,193
kan,193
oj,193
rek,192
więk,191
opo,191
sił,190
szej,190
rzał,189
dła,188
spra,188
zi,187
rą,184
run,184
oraz,184
sku,184
sła,183
oso,183
dzą,183
były,183
żan,182
gry,182
tley,182
fo,182
dal,182
ser,181
wresz,181
men,180
zdo,179
łe,179
lek,178
dziej,178
dą,178
war,178
ha,178
gli,178
nił,177
znaj,177
ho,177
ala,176
kto,176
czyć,175
stwa,174
pli,174
czło,173
pół,173
star,172
gdyż,172
szedł,171
pły,171
szym,171
niż,171
czął,170
pla,170
pię,170
cę,169
wić,168
kład,168
gro,167
czer,165
ona,165
nić,165
kro,164
taj,163
dło,162
rzę,162
mój,161
szko,160
nież,160
lecz,160
dnia,159
an,158
sty,158
se,157
twa,157
bić,157
kiej,156
dow,156
dzę,156
szych,156
wią,155
al,154
zwa,154
szo,154
mat,153
dów,153
ostat,153
for,152
win,152
nikt,152
głu,152
nów,151
świa,151
dwóch,150
dob,149
mio,149
dli,148
pia,148
dzwo,147
albo,147
mar,146
łeś,146
skich,146
wol,146
uj,145
pta,144
kom,144
rych,144
cję,144
zda,144
szył,144
jow,143
kre,143
pięk,142
dok,142
spoj,142
sób,142
łow,142
lił,142
pę,141
tor,141
bia,141
tycz,141
kry,141
rzą,141
ciem,140
pła,140
świe,140
ciaż,140
tar,139
ban,139
zaś,139
stą,138
znów,137
zbli,137
czaj,137
kol,137
cić,137
chcia,136
dróż,136
mał,135
razu,135
parł,134
opa,133
ster,133
dziw,133
wsze,132
czte,132
czar,131
mal,131
wte,131
dzię,130
zdą,130
wca,130
gnął,129
ogó,129
pad,129
sobą,128
bił,128
tru,128
god,127
din,127
stać,127
tecz,127
szła,126
ciec,126
masz,126
chwy,125
taki,125
rzył,125
wro,124
moje,123
pięć,123
kar,122
nąć,122
daw,122
panu,122
tyle,122
obok,121
chło,121
sów,121
rząd,121
zał,121
krót,120
usta,120
będę,120
głę,120
zła,120
żyć,120
kać,120
gie,120
d,119
ar,119
gnie,119
cały,119
szło,119
gar,119
ucie,118
wło,118
chał,118
kał,117
dej,117
mogę,117
licz,117
łą,117
aka,117
mor,117
fan,116
póź,116
myśl,116
drzwi,116
lii,115
dwie,115
uczy,115
raź,114
piej,114
chi,114
skiej,114
uli,113
spraw,113
pal,113
gą,113
tać,113
siał,112
cem,112
jako,112
noc,112
fe,111
dek,111
moc,111
drze,111
rząt,111
flo,110
krzy,110
kło,110
sma,110
dzień,110
sne,110
tach,110
chem,110
śle,109
kwa,109
dziew,109
kiś,109
całą,109
żą,109
ple,108
zno,108
zwo,108
kle,108
oni,108
oba,108
krze,108
lą,107
lat,107
rwa,107
kaj,106
mło,106
gru,106
ad,106
męż,105
tan,105
ogro,105
łek,105
świ,105
swe,105
mę,105
otwo,105
czeń,105
bio,105
żej,104
tony,104
nach,104
chciał,104
now,104
resz,104
cio,104
spy,103
koś,103
pusz,103
czej,103
wach,103
tań,103
sce,103
kla,102
rwał,102
koj,102
por,102
sio,101
sama,101
stru,101
lał,101
łej,100
stę,100
czyn,100
rej,100
zdzi,100
oto,100
pań,99
kwia,99
wem,99
*,99
trud,99
was,99
sen,98
bab,98
bry,98
dząc,98
środ,98
piór,98
ską,98
przyj,98
far,98
ślał,98
lij,97
mil,97
rał,97
ogrom,96
zde,96
brzy,96
pił,96
chce,96
słoń,96
ojca,96
mieć,96
uro,96
szli,95
łych,95
pre,95
czek,95
mii,94
cja,94
dra,94
wam,94
try,94
kieś,94
nogi,94
dzio,94
dość,93
siaj,93
mnia,93
stat,92
wpa,92
spa,92
okrop,92
zbyt,92
zgo,92
mimo,92
iż,92
gły,92
cje,91
tel,91
wszel,91
dni,91
ran,91
bły,91
pil,91
ment,91
obu,90
góry,90
trwa,90
cym,90
rym,90
cier,90
chać,89
czał,89
wiąc,89
tłu,89
ziem,89
znacz,88
sal,88
wów,88
brał,88
wied,88
zmie,88
rat,88
ocze,88
rzo,88
żu,88
pło,88
wśród,87
mówi,87
wkrót,87
wody,87
uczo,87
strasz,87
goś,86
ciw,86
zia,86
wcze,86
nimi,85
głos,85
atra,85
obec,85
snął,85
łym,84
jął,84
świad,84
dwu,84
ner,84
pier,84
aku,83
śmie,83
wyj,83
zaj,83
ali,83
krę,83
ol,83
jaz,82
skrzy,82
wska,81
hi,81
tka,81
emu,81
krzyk,81
rzeć,81
ktoś,81
obej,80
ly,80
nii,80
zwró,80
całe,79
kur,79
dym,79
nasz,79
siu,79
bą,79
giej,78
pio,78
ślę,78
poza,78
bec,78
zor,78
ist,78
zja,77
mną,77
raj,77
cach,77
szał,77
gól,77
lec,77
tuż,77
wąt,77
śni,77
samo,77
zwi,77
twier,77
dziel,76
górę,76
tąd,76
wal,76
głem,76
biegł,76
urzą,76
wek,76
lić,76
opu,75
scho,75
znać,75
swój,75
lan,75
byli,74
usły,74
ile,74
obie,74
mul,74
szyć,74
inne,73
temu,73
znie,73
świę,73
wspa,72
gnę,72
mer,72
lep,72
trów,71
rękę,71
wód,71
lub,71
per,71
wość,71
pał,70
niał,70
sztu,70
tun,70
wiał,70
niec,69
trzeb,69
wtó,69
skąd,69
stop,69
mów,69
nocy,69
daj,69
klu,69
nor,69
blo,69
usi,69
ude,69
stwier,68
wiać,68
one,68
niach,68
mać,68
zga,68
wzro,68
kuch,68
cięż,67
ład,67
mą,67
zdu,67
gicz,67
zwał,67
fon,67
jaki,67
ti,67
dnie,66
be,66
wicz,66
mym,66
pią,66
rzecz,66
jek,66
trzech,66
musi,66
docz,66
skim,66
jeż,65
nał,65
łaś,65
zji,65
ana,65
wic,65
chód,65
chcę,65
gó,65
żar,65
znał,65
brać,65
stej,65
księ,65
steś,65
dach,65
ostroż,64
o'do,64
grze,64
spę,64
dziesz,64
śpie,64
spe,64
byś,64
sią,64
tęż,63
sca,63
król,63
cjal,63
ludz,63
moja,63
oby,63
pió,63
bla,63
dró,63
aga,63
łę,63
mamy,62
moim,62
dom,62
szep,62
wod,62
eu,62
piec,62
cen,61
or,61
rzyć,61
gał,61
trak,61
mają,61
dłem,61
tow,61
ogo,61
zdro,61
dat,61
śnia,61
dużo,61
opi,61
cząt,61
let,61
gów,60
bur,60
wspo,60
uśmie,60
zik,60
wczo,60
stron,60
twarz,60
skła,60
wzglę,60
mego,60
kój,60
wciąż,59
śnił,59
trzę,59
żał,59
sić,59
żół,59
rano,59
sied,59
dam,59
zmę,59
głów,58
ręce,58
chęt,58
niósł,58
lem,58
gach,58
dzin,58
wpraw,58
dnio,58
zwra,58
cór,58
strza,58
cała,58
mniał,58
rać,58
pry,58
gna,58
nos,58
dwo,58
dża,57
pać,57
hu,57
taka,57
mało,57
wierz,57
tron,57
taką,57
sześć,56
śniej,56
uży,56
der,56
prę,56
cząc,56
trza,56
nien,56
parę,56
sil,56
scu,56
wzię,55
ciel,55
roku,55
port,55
nami,55
schwy,55
otrzy,54
grać,54
skał,54
pój,54
stąd,54
zresz,54
oświad,54
ura,54
skoń,54
źle,54
dzien,54
ściu,54
robi,54
razy,54
mru,54
siąt,54
zbie,53
ścić,53
łóż,53
snę,53
staw,53
ron,53
zba,53
pró,53
oku,53
fu,53
umy,53
cet,53
wprost,52
uka,52
lazł,52
cać,52
zmar,52
clark,52
cyj,52
miem,52
dziec,52
wiec,52
chwa,52
idzie,51
sną,51
ciot,51
zoo,51
lów,51
łącz,51
­wa,51
pies,51
mej,51
szklan,51
rach,51
kań,51
zim,51
szka,51
szem,51
wraz,50
uspo,50
ubra,50
ada,50
usz,50
ił,50
abe,50
ręką,50
ofia,50
bię,49
łap,49
osiem,49
sę,49
okrę,49
ścił,49
car,49
tri,49
lip,49
dłuż,49
wyż,49
trzu,49
giem,49
chaw,49
wiesz,49
uczu,49
rii,49
istot,48
leźć,48
niecz,48
moi,48
mruk,48
jaj,48
wzru,48
pić,48
kły,48
chiń,48
oczu,48
będą,48
otóż,48
zdol,48
obiad,48
ina,47
kaś,47
srebr,47
mysz,47
oglą,47
obra,47
ogar,47
swych,47
chod,47
znam,47
opie,47
żyw,47
szam,47
słusz,46
sali,46
trą,46
koło,46
snu,46
boże,46
wiedz,46
stan,46
laz,46
lut,46
trzeć,46
oznaj,46
pach,46
kor,45
gim,45
spie,45
tła,45
mnó,45
kół,45
cóż,45
dziu,45
ław,45
krot,45
smut,45
toń,45
leź,45
spró,45
bre,45
umie,44
fru,44
bel,44
opusz,44
cer,44
snym,44
wtrą,44
przej,44
am,44
ral,44
lach,44
ria,44
książ,44
dia,44
stym,44
ukry,44
gór,44
drob,44
słów,44
upo,43
wes,43
czuł,43
wier,43
żyje,43
chaj,43
głod,43
zje,43
skó,43
jola,43
śnię,43
zmy,43
strzegł,43
pol,43
skar,42
fił,42
mogą,42
tle,42
rak,42
bul,42
ane,42
leń,42
brak,42
śred,42
trzył,42
wat,42
twie,42
ule,42
ryb,42
dziś,42
klat,42
grzecz,42
tli,42
tosi,42
jów,42
tuś,42
sny,42
wspól,42
szły,41
skal,41
wor,41
cją,41
ryk,41
wta,41
mięt,41
sna,41
dys,41
szek,41
ciał,41
gdzieś,41
wierzch,41
dwaj,41
nowe,41
ozna,41
czyk,41
uno,41
ślicz,41
zę,40
dzej,40
osta,40
śro,40
dły,40
legł,40
nać,40
acji,40
zbu,40
mon,40
zej,40
owo,40
cząć,40
ogni,40
ak,40
tło,40
czwar,40
kac,40
pacz,39
celu,39
wid,39
żab,39
lata,39
ge,39
łań,39
nell,39
dwór,39
łość,39
niać,39
ciej,39
woj,39
zów,39
zmu,39
stych,39
dół,39
kli,39
dzisz,39
dyn,39
wien,39
usiadł,39
mych,39
gad,39
lud,39
mem,38
złe,38
piecz,38
ró,38
ryw,38
afry,38
odro,38
zać,38
inny,38
row,38
kat,38
chow,38
sać,38
oczach,38
nel,38
usza,38
psy,38
łów,38
mach,38
uło,37
skiem,37
rech,37
jaź,37
lać,37
sno,37
gwał,37
żę,37
lia,37
bem,37
nosa,37
rzem,37
drzew,37
mił,37
swej,37
dzał,37
wstrzy,37
rzad,37
wacz,37
fla,37
drow,37
sach,37
gnio,37
śmier,37
ził,37
sad,37
moją,37
małe,37
twi,37
ow,36
słem,36
dniu,36
koni,36
spać,36
miar,36
tleya,36
otwar,36
nut,36
szkla,36
ocho,36
gać,36
speł,36
przede,36
rwać,36
śleć,36
woda,36
mknę,36
padł,36
rzeń,36
błą,36
wnę,36
cow,36
ke,36
stoi,36
acz,36
waw,36
eks,36
kot,36
ogrod,35
sąd,35
zmier,35
kłe,35
wcho,35
ślił,35
wpra,35
ener,35
dzać,35
siły,35
sztucz,35
czór,35
kun,35
oce,35
stycz,35
ciąg,35
twój,35
gor,35
sząc,35
syna,35
owa,35
czać,35
bał,35
ust,35
nac,34
wiąz,34
com,34
ściach,34
stwie,34
wziął,34
sał,34
ogól,34
pięt,34
weł,34
paj,34
głe,34
kal,34
kształ,34
wsta,34
kimś,34
ręki,34
ścio,34
tchnie,34
set,34
suk,34
kam,34
bią,34
becz,34
zić,34
rwy,34
wiatr,34
ucha,33
rien,33
wdzięcz,33
zer,33
mknię,33
fia,33
och,33
zen,33
kąd,33
niby,33
głup,33
okna,33
darz,33
śmiał,33
fii,33
stwi,33
kłem,33
gniew,33
śmia,33
liń,33
strzel,33
otwie,33
chodź,33
zek,33
sur,33
ruch,33
ciół,33
wrzu,33
ucho,33
znik,33
trzo,33
spod,33
szczy,33
deł,32
udział,32
afe,32
mąż,32
dar,32
okno,32
rącz,32
mość,32
zręcz,32
wodą,32
miasz,32
usia,32
wręcz,32
dźwię,32
bacz,32
wście,32
sek,32
uko,32
służ,32
sun,32
czych,32
ape,32
elek,32
kru,32
zyk,32
ite,32
umó,32
uzna,32
bal,32
imię,32
dług,32
ele,32
mle,31
kąś,31
same,31
laj,31
nieść,31
rąk,31
giel,31
wschod,31
wszedł,31
che,31
życz,31
hor,31
jąć,31
część,31
jeź,31
dłoń,31
gnię,31
okrą,31
sięć,31
gnąć,31
szan,31
punk,31
duże,31
sow,31
tur,31
ryby,31
chmu,31
bądź,31
wrza,31
rio,31
czter,30
mel,30
zgi,30
psu,30
whi,30
lei,30
bek,30
jąt,30
sznu,30
jecz,30
twy,30
żeń,30
osią,30
kop,30
ulu,30
sky,30
doc,30
gną,30
kow,30
skle,30
waj,30
bliż,30
upra,30
sami,30
mro,30
uśmiech,30
lim,30
groź,30
kaw,30
musz,30
żesz,30
zję,30
ler,30
lio,30
mnieć,29
jeźdź,29
sprzę,29
wpły,29
grał,29
maj,29
szó,29
jach,29
stek,29
gniaz,29
czyź,29
psa,29
czyń,29
broń,29
snej,29
zre,29
ocza,29
udzia,29
zgod,29
siad,29
zwią,29
łowy,29
bru,29
len,29
ble,29
pcha,29
świat,29
twar,29
mur,28
desz,28
del,28
ur,28
znak,28
tość,28
gla,28
twe,28
dusz,28
rię,28
okręt,28
kłą,28
rad,28
szczyt,28
czem,28
piał,28
ukła,28
wrot,28
oszo,28
odło,28
cjo,28
łecz,28
bło,28
tre,28
stoj,28
ram,28
stwem,28
szar,28
nal,28
lot,28
kość,27
syć,27
zny,27
decz,27
bów,27
śród,27
gwiz,27
wóz,27
dziei,27
okiem,27
mot,27
uważ,27
gość,27
cześć,27
step,27
geo,27
dwój,27
osob,27
ślo,27
sja,27
omal,27
rań,27
bła,27
kwi,27
ogon,27
pem,27
zgód,27
isto,27
nogę,27
skom,27
skać,27
upa,27
współ,27
klę,27
udzie,27
chle,27
woli,27
ołó,26
sisz,26
zgu,26
obia,26
pen,26
kraj,26
uwie,26
okien,26
fre,26
mały,26
nowy,26
szpi,26
bój,26
zien,26
trans,26
śno,26
złem,26
lor,26
kosz,26
tal,26
wszę,26
bier,26
wpadł,26
furt,26
edzio,26
barw,26
pot,26
chry,26
sprę,26
chcesz,26
wład,26
duży,26
lal,26
unie,26
zgro,26
dużą,26
młod,26
lam,26
kogo,26
jutrz,26
żać,26
sk,26
zmia,26
owe,26
uzy,26
mknął,26
idio,26
łach,25
gich,25
wzbu,25
tram,25
ić,25
wscho,25
dzian,25
uszy,25
zły,25
wzrok,25
siąc,25
rana,25
ależ,25
tknę,25
zle,25
dołu,25
guma,25
ota,25
nóż,25
chra,25
przód,25
wiedź,25
kul,25
jał,25
pomp,25
ciach,25
tymi,25
sarz,25
płe,25
reb,25
zni,25
stół,25
zan,25
net,25
gnał,25
pory,25
omi,25
dziób,25
necz,25
bied,25
wer,25
wszech,25
skra,25
wstrzą,25
'e,25
snąć,24
zdra,24
dle,24
uczest,24
nen,24
uczył,24
upar,24
drę,24
ręcz,24
żym,24
krza,24
ściem,24
mięć,24
baw,24
glu,24
tchnął,24
mić,24
nar,24
uczci,24
bień,24
drzej,24
iść,24
żer,24
plo,24
spek,24
emo,24
itych,24
dry,24
wróż,24
imie,24
wnętrz,24
uprzej,24
ogra,24
bać,24
tacy,24
cham,24
zra,24
drów,24
szpa,24
dziur,24
ów,24
mią,24
twor,24
wzdłuż,24
spro,24
ściusz,23
sor,23
chó,23
gen,23
wstą,23
cam,23
okre,23
umo,23
siadł,23
kwiat,23
przo,23
nóg,23
tobą,23
czap,23
grys,23
skro,23
swą,23
nada,23
szeć,23
tarł,23
lada,23
ber,23
ostrze,23
stry,23
siłą,23
plą,23
szość,23
umia,23
jęt,23
mała,23
trój,23
pójść,23
śpią,23
leży,23
utrzy,23
dum,23
son,23
ślin,23
obaj,23
siej,23
nowo,22
doj,22
lak,22
wiam,22
uczuć,22
fakt,22
szczu,22
miu,22
clar,22
kier,22
czyzn,22
rąb,22
ludź,22
chą,22
bok,22
uści,22
saw,22
spły,22
oży,22
wziąć,22
mknąć,22
zbęd,22
uszko,22
grą,22
ciecz,22
mysł,22
spodo,22
żaby,22
pó,22
cien,22
zwłasz,22
klucz,22
weź,22
­mi,22
jaką,22
spi,22
pów,22
bach,22
szać,22
czci,22
lon,22
pial,22
choć,22
paw,22
sji,22
wsty,22
kasz,22
nial,22
świet,22
apa,22
osie,22
ulgi,21
głód,21
fię,21
ogród,21
uła,21
nogą,21
